dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tips,tip,1589,16.6,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,5.050000000000001,1.364864864864865,4.914214285714286
tips,tip,1625,18.5,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,6.949999999999999,1.878378378378378,5.646528571428571
tips,tip,1626,11.6,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.049999999999998934,0.013513513513513225,2.987071428571429
tips,tip,1645,16.25,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,4.699999999999999,1.27027027027027,4.779314285714285
tips,tip,1689,14.65,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,3.0999999999999996,0.8378378378378377,4.162628571428572
tips,tip,1690,13.35,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,1.799999999999999,0.4864864864864862,3.6615714285714285
tips,document_total,51,360.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,57.5,0.6318681318681318,4.063059523809524
tips,document_total,83,321.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,18.5,0.2032967032967033,3.436738095238095
tips,document_total,87,368.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,65.5,0.7197802197802198,4.191535714285714
tips,document_total,137,480.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,177.5,1.9505494505494505,5.990202380952381
tips,document_total,143,325.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,22.5,0.24725274725274726,3.5009761904761905
tips,document_total,186,350.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,47.5,0.521978021978022,3.9024642857142857
tips,document_total,189,355.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,52.5,0.5769230769230769,3.982761904761905
tips,document_total,257,510.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,207.5,2.28021978021978,6.471988095238094
tips,document_total,291,364.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,61.5,0.6758241758241759,4.127297619047619
tips,document_total,294,355.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,52.5,0.5769230769230769,3.982761904761905
tips,document_total,299,332.5,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,30.0,0.32967032967032966,3.621422619047619
tips,document_total,324,376.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,73.5,0.8076923076923077,4.3200119047619046
tips,document_total,328,370.2,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,67.69999999999999,0.7439560439560439,4.226866666666666
tips,document_total,344,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,365,320.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,17.5,0.19230769230769232,3.4206785714285712
tips,document_total,391,344.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,41.5,0.45604395604395603,3.806107142857143
